database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	SwissLipid_identifier	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	5_NIST_A-1	6_NIST_A-2	11_PLASMA_H002_A-1	12_PLASMA_H002_A-2	13_PLASMA_H008_A-1	14_PLASMA_H008_A-2	15_PLASMA_H010_A-1	16_PLASMA_H010_A-2	17_PLASMA_H012_A-1	18_PLASMA_H012_A-2	21_PLASMA_H018_A-1	22_PLASMA_H018_A-2	23_PLASMA_H041_A-1	24_PLASMA_H041_A-2	25_PLASMA_H042_A-1	26_PLASMA_H042_A-2	27_PLASMA_H043_A-1	28_PLASMA_H043_A-2	31_PLASMA_H044_A-1	32_PLASMA_H044_A-2	33_PLASMA_H047_A-1	34_PLASMA_H047_A-2	39_PLASMA_H048_A-1	40_PLASMA_H048_A-2	41_PLASMA_H049_A-1	42_PLASMA_H049_A-2	43_PLASMA_H050_A-1	44_PLASMA_H050_A-2	45_PLASMA_H051_A-1	46_PLASMA_H051_A-2	49_PLASMA_H052_A-1	50_PLASMA_H052_A-2	51_PLASMA_H053_A-1	52_PLASMA_H053_A-2	53_PLASMA_H055_A-1	54_PLASMA_H055_A-2	55_PLASMA_H056_A-1	56_PLASMA_H056_A-2	60_PLASMA_H057_A-2	61_PLASMA_H058_A-1	62_PLASMA_H058_A-2	63_PLASMA_H059_A-1	64_PLASMA_H059_A-2	65_PLASMA_H060_A-1	66_PLASMA_H060_A-2	73_NIST_B-1	74_NIST_B-2	79_PLASMA_H002_B-1	82_PLASMA_H008_B-2	83_PLASMA_H010_B-1	84_PLASMA_H010_B-2	85_PLASMA_H012_B-1	86_PLASMA_H012_B-2	90_PLASMA_H018_B-2	91_PLASMA_H041_B-1	92_PLASMA_H041_B-2	93_PLASMA_H042_B-1	94_PLASMA_H042_B-2	95_PLASMA_H043_B-1	96_PLASMA_H043_B-2	99_PLASMA_H044_B-1	100_PLASMA_H044_B-2	101_PLASMA_H047_B-1	102_PLASMA_H047_B-2	107_PLASMA_H048_B-1	108_PLASMA_H048_B-2	109_PLASMA_H049_B-1	110_PLASMA_H049_B-2	111_PLASMA_H050_B-1	112_PLASMA_H050_B-2	113_PLASMA_H051_B-1	114_PLASMA_H051_B-2	117_PLASMA_H052_B-1	118_PLASMA_H052_B-2	119_PLASMA_H053_B-1	120_PLASMA_H053_B-2	121_PLASMA_H055_B-1	122_PLASMA_H055_B-2	123_PLASMA_H056_B-1	124_PLASMA_H056_B-2	127_PLASMA_H057_B-1	128_PLASMA_H057_B-2	129_PLASMA_H058_B-1	130_PLASMA_H058_B-2	131_PLASMA_H059_B-1	132_PLASMA_H059_B-2	133_PLASMA_H060_B-1	134_PLASMA_H060_B-2
				PC 40:4	838.632	184.0733|HG(PC,184)	[M+H]1+	1	8.59			SwissLipids	2020/04/02	MSI:2				SLM:000056559	619064.2840909091	269189.1586607484	28695.660730817814	1450850	1332587	312775	333495	664628	674959	476545	521379	477147	474459	601846	617229	602593	597918	462391	533076	679888	696821	533480	508766	526818	499043	476136	479892	729141	716061	495476	503704	1335712	1414916	350080	370581	554951	549181	413359	442512	892786	891096	391119	949176	971365	471340	480985	537724	574275	1321213	1262918	309167	578652	539979	523381	464818	450899	604997	573663	534228	457034	440856	676905	634348	477821	496434	467775	521980	459138	472908	643880	640124	454730	438610	1204121	1304773	361526	386333	555743	544024	357890	380859	843676	849812	403280	408168	886958	956426	437879	470903	560911	547656
				PC 40:5	836.6164	184.0733|HG(PC,184)	[M+H]1+	1	7.82			SwissLipids	2020/04/02	MSI:2				SLM:000056560	2350634.9431818184	676528.3115637309	72118.16033011951	3919540	4031170	2654534	2508385	2533252	2806451	2118629	2079653	2132324	2027071	2631955	2629000	2074740	2076716	2906953	3017963	2339202	2507755	1813538	1881435	1709653	1993370	1932240	1859346	2568225	2661804	1703241	1887780	3036314	3033863	1368596	1414317	2007824	1839723	1518661	1811928	2504027	2359444	2390610	3824250	3885730	2265593	2200209	3262332	3415279	3729163	4087559	2217128	2493466	1972707	2080241	2042359	2078082	2471091	2260896	2300083	2580585	2563586	2159379	2241379	1618116	1592181	1609304	1900284	1665229	1865680	2441543	2471792	1541653	1569442	2804198	2710722	1310947	1345815	1973502	1916999	1473387	1576488	2180962	2316729	2143264	2242661	3857235	4016881	2016537	2105533	3013473	3152989
				PC 40:6	834.6007	184.0733|HG(PC,184)	[M+H]1+	1	7.5			SwissLipids	2020/04/02	MSI:2				SLM:000056561	9770709.977272727	3950215.759934942	421094.4148886758	7154016	7451246	16628437	15822940	10320708	10472252	10152560	11061604	10179919	11059264	6842869	8123412	9801699	10044546	14719748	14445810	9444497	10407741	7792651	7613275	9122876	9277023	11165432	10809050	10720905	11743980	6416652	6792843	22759090	21054630	5734476	6457339	6138995	5783814	7147083	8766520	3506448	3286160	7706746	11410432	12801951	6913453	8047473	15536766	20856836	7010902	8134060	14814207	9356705	10445738	10640403	10821658	10444093	7869611	10803811	9638986	13099608	13365313	9011989	8163851	6294440	7490567	9022543	8600464	10595448	10024830	9951338	10068976	5600605	5906086	19104506	19734920	6959290	5656666	5934231	5774371	7468960	7459142	3072726	2912381	8191302	8654897	9973937	10106622	6125120	7025997	14312365	14682646
				PC 40:7	832.5851	184.0733|HG(PC,184)	[M+H]1+	1	6.58			SwissLipids	2020/04/02	MSI:2				SLM:000056562	2226459.75	729043.5497292476	77716.30352835634	1762114	1973893	3377250	3408928	2257786	1938497	1980013	2309291	3618703	4026200	3298615	3174586	1481874	1496416	3787675	3840160	2426630	2264024	1771950	1656208	2246766	2760276	1725037	1550397	2096253	2566088	2063637	2066635	2595973	2748872	1665796	1591416	1628979	1537043	1985076	2021590	914576	820390	2602431	1986849	1982652	2109655	1904956	3239527	3783387	1820364	2013258	2952268	1716017	2096676	2287877	3246241	3361460	2947669	1352642	1805658	2897374	3230341	2035705	2164092	1549816	1748073	1985570	2139351	1572313	1686906	2058317	2102997	1537808	1970061	3091433	2738640	1416294	1606313	1874989	1647297	1786716	1827449	960902	959099	2974517	2718628	2103584	1845441	1904377	1518841	3438553	3191461
				PC 40:8	830.5694	184.0733|HG(PC,184)	[M+H]1+	1	5.93			SwissLipids	2020/04/02	MSI:2				SLM:000056563	324329.875	130518.20531655023	13913.287435468575	298638	297957	477467	445859	369797	361795	216704	212987	377807	434617	335567	376043	166354	159465	480643	476497	350777	355107	219401	230567	346906	350774	259019	245220	390697	454151	257416	283788	707076	676115	130022	125223	245398	260393	180079	188156	211860	209009	334792	329711	337063	345235	337033	539573	571438	271841	321342	425924	305893	211257	207469	382133	431759	352028	164623	171136	438150	460637	314332	342474	201190	213716	306771	344179	229287	238846	404724	441268	239766	245667	693697	693145	141234	140105	261057	240706	180466	174111	201164	219510	321202	345765	318054	309991	321676	332187	490382	529969
				PC O-32:0	720.5538	184.0733|HG(PC,184)	[M+H]1+	1	8			SwissLipids	2020/04/02	MSI:2				SLM:000056839	1118639.4431818181	280554.67125169415	29907.228443886986	1052049	1033969	677389	675927	1045762	1045665	963286	972481	1097155	1028902	1014392	961647	931344	960504	1212156	1411906	1335945	1333433	1232846	1250504	1102971	1217149	1056780	1083993	1223784	1302117	1325556	1349327	2251264	2291942	822161	878178	992151	956190	1253055	1386026	1270474	1304848	844193	1136506	1083844	938029	905090	1141003	1328575	1013956	938014	628406	896440	924884	890948	931215	1019548	916171	939520	968624	1231224	1229416	1214698	1157489	1059058	1019473	1053818	1185740	1029722	947453	1162878	1177915	1182234	1280274	1997372	2016911	1054019	1019365	972359	1054894	1228744	1252045	1195903	1203759	861710	836727	1120202	1020684	773319	834807	1196772	1119093
				PC O-32:1	718.5381	184.0733|HG(PC,184)	[M+H]1+	1	6.7			SwissLipids	2020/04/02	MSI:2				SLM:000056840	218884.43181818182	62701.39040801844	6683.990675741165	289464	317563	257970	302202	216958	231396	210415	175043	323509	282396	152872	186049	222378	174780	154414	212370	157414	165005	214603	200246	270446	124970	209669	235966	136768	148655	193671	183224	309232	355461	293446	257248	145327	138140	126502	158572	167336	203396	227642	264783	271104	344831	318472	232930	280181	271099	253063	194462	189810	170442	211474	214742	261217	180816	201370	181531	202737	194144	129865	141596	182548	155845	271084	257461	246597	214260	140333	138072	133483	145054	334312	330049	292955	351422	123932	143115	127592	170418	198502	167974	220575	251305	234936	241968	322451	274936	268801	278463
				PC O-34:1	746.5694	184.0733|HG(PC,184)	[M+H]1+	1	8.2			SwissLipids	2020/04/02	MSI:2				SLM:000056853	2251940.9204545454	706916.8050695586	75357.58462232465	2314667	2156521	1423556	1437787	2111016	2080256	1967453	1956742	2473487	2711312	2006783	2226597	1642844	1721262	2664015	3054971	2142006	2318900	1968820	1969790	2291775	2249341	1879281	1741800	2648507	2945787	2540365	2572936	5141384	5176479	1823039	1698772	1751722	1757556	2073157	2305861	2066503	2079358	2019834	2287746	2055326	1870053	1811833	2935159	3252389	2029216	2212461	1284596	1932824	2000071	1982049	2455566	2498131	2014643	1793390	1876356	2577416	2426415	2019554	2039245	1848914	1870500	2286986	2440041	1798600	1997309	2657481	2578115	2150349	2266976	4765555	4917451	1802460	1818996	1914410	1720364	2045836	2128664	1936222	1932972	1875565	1887894	2034597	2296146	1656957	1639844	2708657	2726259
				PC O-34:2	744.5538	184.0733|HG(PC,184)	[M+H]1+	1	7.42			SwissLipids	2020/04/02	MSI:2				SLM:000056854	4259353.556818182	3030372.060534811	323038.7470650245	3165773	3139098	3888152	3812204	3378447	3413998	3013529	3355809	5320484	5351330	3978562	3782050	2531422	2387170	3922287	4217617	4365868	3758079	4133291	4397342	3792980	3674177	2936786	2963812	9564750	8629293	4027924	3997758	17982066	16219372	2414337	2368716	5591365	5179910	2916992	3263206	1759765	1878471	2174868	2260678	2233466	3081176	3211359	4794022	5108134	3143386	3117253	3079688	2990144	3322475	3288985	4569596	4623638	3864807	2583506	2553382	3889497	3790966	3768911	3715469	3669845	3552050	3656077	3597460	2666874	3017157	8334768	7761729	4098692	4094829	15262670	16178694	2386755	2227406	4890907	5494973	3011498	2851946	1715880	1802462	2277107	2153645	2160435	2249591	3106141	2752424	4799534	5411966
				PC O-34:4	740.5589	184.0733|HG(PC,184)	[M+H]1+	1	6.2			SwissLipids	2020/04/02	MSI:2				SLM:000056856	441886.9318181818	49145.9225120306	5238.972942761123	400397	472804	507686	504171	411997	453020	413742	408666	418419	422303	481815	470732	430721	437701	444861	480242	422622	494644	441291	427140	377615	431394	486879	465260	346021	440767	397550	496063	519711	602610	467941	461277	379068	355130	349121	406111	487415	438028	387815	487310	566524	484725	390891	452529	482356	418201	472237	449096	418335	488894	427501	431466	414698	466094	460031	501932	498849	410850	453005	429425	452039	431838	424264	441198	424146	534687	388589	481034	406532	426589	434513	474226	426252	457601	419487	346176	334138	376345	379430	434577	392410	392734	502526	544795	385265	459372	449967	419621
				PC O-36:0	776.6164	184.0733|HG(PC,184)	[M+H]1+	1	10.1			SwissLipids	2020/04/02	MSI:2				SLM:000056867	19308.670454545456	7494.5965404379585	798.9266756088261	20023	21522	12400	11106	15153	14306	13375	15114	19098	18725	17129	17532	14088	12835	22711	28159	23205	22586	14687	16576	19595	18131	15742	16680	20026	23071	18789	22495	47680	51268	10608	12038	12310	13514	13602	15381	20192	22060	21418	31662	42221	31107	25860	27423	30764	19604	18904	9531	14332	16346	16956	18823	18111	16426	14746	12820	17388	18840	17159	12969	14422	12928	16971	17988	18676	16842	17879	17540	12618	13321	29717	38276	11517	13271	15046	14762	15669	15447	21252	22534	16489	13858	27321	26601	17201	19045	21998	23052
				PC O-36:1	774.6007	184.0733|HG(PC,184)	[M+H]1+	1	9.1			SwissLipids	2020/04/02	MSI:2				SLM:000056868	419758.07954545453	124636.73372527958	13286.320457226539	543557	516047	406372	414965	483958	471836	396240	420055	350531	363227	299960	315764	326406	334810	523195	558312	320923	314773	415325	444067	463253	499642	387804	438022	361383	359009	341595	333856	687990	746249	203865	195800	281405	294226	276474	291116	458666	444916	366065	659722	679766	580224	547897	544235	645780	495615	519102	385255	415078	436954	383023	312128	344784	318782	368560	343424	488561	481698	293519	306617	338286	356155	445960	486776	409275	424088	341587	355023	285861	300112	682130	693186	239668	245104	271942	282274	274710	261818	424132	474425	389578	362609	638277	639097	474472	493017	559382	587384
				PC O-36:2	772.5851	184.0733|HG(PC,184)	[M+H]1+	1	8.63			SwissLipids	2020/04/02	MSI:2				SLM:000056869	742919.2613636364	554160.3795964199	59073.69495292686	722643	787498	657295	630459	570926	586801	594762	539561	828680	825052	632650	734449	365012	385767	774735	817003	627406	655651	627067	637768	549094	581176	456312	469021	1171587	1223373	639945	636741	3188433	3349253	332591	354940	667625	740111	573777	603089	422698	375140	425661	630454	680484	546168	572423	867154	962657	738563	690362	582007	462333	575570	589882	865776	830891	736866	422139	426227	784715	705410	630489	615665	567893	566528	590142	647206	486903	462983	1208265	1223224	584918	563934	2784250	3117770	356826	327312	705896	709961	539503	563896	377066	410994	456060	466395	676562	620413	489540	493431	811361	889676
				PC O-36:3	770.5694	184.0733|HG(PC,184)	[M+H]1+	1	7.7			SwissLipids	2020/04/02	MSI:2				SLM:000056870	957600.1931818182	685300.2098658687	73053.24783102669	787311	747116	561344	548768	881767	800032	814217	723077	996459	995893	811136	816648	555361	611061	1073092	1165757	932142	793413	807261	789615	889330	840344	589257	668335	2003804	2305354	1044031	1067662	3529048	3826909	503865	516478	1321621	1176269	686101	777257	457271	464689	546399	630031	563533	599607	575231	1187857	1269637	760462	445496	488824	725891	726201	802307	1057158	996963	831867	547082	585576	998623	1074311	727650	837765	752329	766703	649900	895430	616349	534757	2025995	2067220	863095	959523	3272570	3809126	477509	491409	1302729	1250892	684407	657990	382342	484362	512543	484794	558073	559217	583869	582209	1078014	1107895
				PC O-36:4	768.5538	184.0733|HG(PC,184)	[M+H]1+	1	7.3			SwissLipids	2020/04/02	MSI:2				SLM:000056871	8031693.295454546	7247486.266470378	772584.6318944666	6740256	6627909	4551177	4687541	6250767	6303944	5390290	4785312	6835906	7043276	5341739	5171030	5710423	5583234	4629126	4705059	6952273	7999049	12278570	13168787	5973820	7217317	7369228	7147959	8823196	10195823	6293562	6174671	40592652	40540084	5863387	6507529	6481011	7034567	5048273	6578044	4266539	4214769	4045259	5355542	4561774	6304693	6378537	9534883	9899418	7149600	7017151	4509139	5822768	4939430	5516049	7664399	7051480	5607250	5904878	5850301	5166922	4719690	6924415	7121731	11520880	10361484	6127208	6388794	6747595	7446151	8812234	8523324	5939937	5914217	39514692	39278892	5918581	5520184	6454937	6909221	5695004	5975170	3927236	3921950	4211120	4356359	5454289	5280328	6215059	6312347	10398525	9539884
				PC O-36:5	766.5745	184.0733|HG(PC,184)	[M+H]1+	1	7.1			SwissLipids	2020/04/02	MSI:2				SLM:000056872	5228267.295454546	3960826.53055795	422225.526837631	5258486	5122195	3246299	3535798	4987413	4724969	3951414	3519385	4917635	4714907	4285189	4105841	3672061	3724030	3357656	4008549	5039358	4602501	6027717	6279583	5197868	5102499	5001043	5631711	5147265	5988126	4421812	5014219	21370342	23197820	3511370	4144938	3276535	3237530	2883988	2809903	3411894	3443046	3387270	3985777	4103886	4089149	4023368	8048982	9065834	4476349	4788230	3499880	4422012	4199006	3466081	4408360	4710105	3883582	4072679	3946035	3351325	3475406	4318371	4439519	5847575	5669607	4446307	5299094	4757818	5040186	5417823	5650006	4093160	4325453	21754502	23272494	3404465	3405935	3097467	3198749	2916132	2841905	3320311	3395848	3172509	3113170	4045505	4010691	3957421	3913491	8458574	8227223
				PC O-38:4	796.5851	184.0733|HG(PC,184)	[M+H]1+	1	8.35			SwissLipids	2020/04/02	MSI:2				SLM:000056887	2198969.090909091	1929629.0123994006	205699.14387206064	2343297	2343558	1157026	1268010	1682905	1767341	1554210	1533160	1678152	1816398	1696866	1693278	1398170	1408405	1351924	1445489	1993040	2047443	2785201	2698750	1592857	1958982	2095385	1959098	2152362	2160170	1481881	1398877	11280036	11580681	1687169	1616723	1592898	1764010	1548836	1703354	1479649	1452690	1420053	2414870	2564553	2099626	1937459	2364603	2496885	2342430	2415161	1113626	1379577	1536544	1525437	1972336	1844403	1490618	1556810	1464816	1471467	1417748	1906645	1670708	2498142	2397483	1541583	1590905	1753175	1967781	1868966	2074193	1436739	1453049	10372321	9928810	1547219	1423177	1665767	1491861	1525771	1549307	1376425	1389586	1522774	1491753	2493694	2555572	1802354	1758599	2244057	2213561
				PC O-38:5	794.5694	184.0733|HG(PC,184)	[M+H]1+	1	7.47			SwissLipids	2020/04/02	MSI:2				SLM:000056888	7095091.784090909	3970128.9337028484	423217.16634479153	7515449	7814834	4348541	4615011	5691195	6082055	5135334	5540370	7695819	8103226	5719857	5484801	5099137	5617120	4696059	5287821	7143058	6914594	9081030	9922143	5837240	6708164	6809985	6755125	6777352	8769201	6720483	6776183	24472720	25441056	6668026	6398222	6191483	5966417	5562368	5572705	3924200	4597559	5183039	6033800	5224895	5906679	5880753	9485013	9268809	7491328	6876635	3789291	5226615	5304643	5687768	8002065	6621588	5481236	5921207	6069341	4667402	4505654	6539160	6322440	7645543	8884049	5667585	6355610	7158810	6306059	7353833	7177003	6053741	6135248	22317650	24262632	6214140	6304316	7394289	6731542	5282193	5361349	3571721	3586575	5944568	5268516	5592467	5763254	5388928	6104895	8753184	8843073
				PC O-40:5	822.6007	184.0733|HG(PC,184)	[M+H]1+	1	8.6			SwissLipids	2020/04/02	MSI:2				SLM:000056905	387604.29545454547	193626.75812430418	20640.68176885808	425209	436684	254603	246551	334521	364505	301214	325472	411603	403898	293211	316265	273838	257465	285016	304211	451422	421873	426943	474229	306030	283144	393428	398564	403829	467642	343248	358525	1235750	1298005	327880	320220	276736	269994	267566	294021	253444	260649	394491	430439	449442	348480	329608	496286	530428	386225	414847	248786	318207	315477	299175	389511	432534	317862	259509	278708	318761	278538	353013	366722	367303	406839	313490	310113	391764	375556	408516	393620	345060	334693	1061269	1242197	307463	304375	273724	291238	259234	286935	235117	274409	370678	442485	429154	395878	311066	320648	449983	481914
				PC O-40:6	820.5851	184.0733|HG(PC,184)	[M+H]1+	1	8.28			SwissLipids	2020/04/02	MSI:2				SLM:000056906	325279.7159090909	206474.85594930482	22010.293598906628	217429	231426	319824	283016	255567	258271	331098	348276	363292	346359	225346	231843	218424	219192	324216	340297	313975	348987	431890	374915	267223	312729	298263	312389	329294	343353	230315	219942	1183609	1297309	253842	236148	185036	156051	248680	295606	80277	83273	345818	306163	285149	272563	257311	509499	605763	177292	186934	264648	229116	383488	368277	354389	358295	232307	227390	226018	306491	432280	302205	304032	400025	404356	262204	277846	275488	289332	318674	299264	224491	209656	1023678	1146516	245445	260238	166280	166710	234788	315424	78004	81163	300832	288692	286403	279803	239889	241275	549636	506093
				PC O-40:7	818.5694	184.0733|HG(PC,184)	[M+H]1+	1	7.25			SwissLipids	2020/04/02	MSI:2				SLM:000056907	695934.9318181818	479587.0095510889	51124.14699556857	360118	417764	609771	630429	551109	558344	663147	621285	820363	920341	425818	491612	471888	531999	713033	746163	731901	744461	968976	976808	558561	670690	735376	613290	882846	890086	528896	605457	2532634	2597001	604780	635704	412502	384639	462226	526733	124678	103072	580195	380087	442698	557995	471443	1345580	1492977	347463	318286	518560	523340	616839	703833	827508	779659	460053	562823	508999	676525	652923	621595	592180	877398	845378	458801	660294	601682	617276	722350	728489	558691	525758	2680126	2504593	610110	633694	423289	343366	423382	443241	110932	108548	608177	569850	395874	430754	445730	477760	1295090	1335579
				PC O-40:7	818.5694	184.0733|HG(PC,184)	[M+H]1+	1	NA			SwissLipids	2020/04/02	MSI:2				SLM:000056907	204679.4090909091	42517.64969705822	4532.396686584858	320867	324055	167840	173291	216493	190385	213647	220469	272093	247622	182141	220378	192408	169329	220166	193535	197003	171039	227255	246827	236315	238889	199226	224170	196558	108079	243250	251545	186620	175069	214575	258684	130588	186676	175936	202123	201153	168316	263834	176587	169275	167312	202282	234828	222892	282122	289725	73959	218106	211542	222886	254409	293055	170552	140968	179517	182135	203314	191886	195736	208638	248100	196974	230759	215272	216361	215002	184386	170249	219586	92929	224448	188340	204773	156577	170297	160302	177369	182713	186763	205365	196791	179586	190271	229150	215020	175781	258449
				PC P-30:0	690.5432	184.0733|HG(PC,184)	[M+H]1+	1	6.8			SwissLipids	2020/04/02	MSI:2					70693.20454545454	32554.05149994588	3470.2735500329477	67994	65680	43652	52629	90397	95737	66767	63117	55292	57899	33557	40758	29571	34256	98748	96150	77870	72113	55839	52537	67956	73261	48859	45775	60604	78364	72691	76023	167048	195130	25864	30504	32462	34628	38115	45100	91286	72654	72203	98753	107394	116139	98778	109823	125055	71787	66196	45211	81295	59995	68370	54161	56824	40931	36267	32036	96891	101065	63638	70941	42603	48586	60510	71584	50352	56986	68668	67955	66554	65122	163652	158710	38263	35946	33224	32712	39498	42981	69571	77251	62865	71185	97069	106462	100187	97983	109295	104588
				PC P-32:0	718.5381	184.0733|HG(PC,184)	[M+H]1+	1	7.8			SwissLipids	2020/04/02	MSI:2					1120130.25	360150.69447019265	38392.19302850783	957354	907625	691083	679134	1117830	1260336	961156	945982	1135836	1150305	952950	1043469	891537	956275	1213054	1239387	1402514	1496082	1000879	1080875	1254097	1415376	1201589	1176444	1166617	1429611	1425500	1442594	2442726	2536575	769887	747731	654931	683388	897275	961232	1118073	1153587	796765	1071005	1128047	988972	981324	1524468	1796819	923128	905307	616301	1003363	1002127	936698	1066162	956119	867294	872145	928622	1079953	1121344	1367138	1392946	877345	995145	1290500	1319167	1017811	1080527	1077603	1249187	1317255	1318483	2227772	2191411	926687	927949	728872	643988	840144	813651	1079589	1104554	843411	855680	1064841	1044475	804950	889742	1549189	1604591
				PC P-32:1	716.5589	184.0733|HG(PC,184)	[M+H]1+	1	7			SwissLipids	2020/04/02	MSI:2					196562.27272727274	74808.08863370467	7974.569042949916	217070	213032	102302	108406	289946	340173	167330	175258	167456	171043	122083	131866	120762	116499	291656	299669	225409	232278	146218	143961	210792	223354	175605	187184	230679	263495	261848	271729	363789	418506	101476	111433	96826	98651	129451	170981	247260	241966	105272	212468	217302	216772	175615	298221	327271	208985	215046	98911	282572	180902	167281	161289	157735	124179	126174	132017	261726	243115	181803	191155	138670	132185	177287	218039	179384	180966	235339	253283	222644	224655	373617	379727	111298	110637	99486	83839	120770	135094	218056	231216	117695	108063	209297	202763	168955	172922	301564	316776
				PC P-34:1	744.5538	184.0733|HG(PC,184)	[M+H]1+	1	7.4			SwissLipids	2020/04/02	MSI:2					4259353.556818182	3030372.060534811	323038.7470650245	3165773	3139098	3888152	3812204	3378447	3413998	3013529	3355809	5320484	5351330	3978562	3782050	2531422	2387170	3922287	4217617	4365868	3758079	4133291	4397342	3792980	3674177	2936786	2963812	9564750	8629293	4027924	3997758	17982066	16219372	2414337	2368716	5591365	5179910	2916992	3263206	1759765	1878471	2174868	2260678	2233466	3081176	3211359	4794022	5108134	3143386	3117253	3079688	2990144	3322475	3288985	4569596	4623638	3864807	2583506	2553382	3889497	3790966	3768911	3715469	3669845	3552050	3656077	3597460	2666874	3017157	8334768	7761729	4098692	4094829	15262670	16178694	2386755	2227406	4890907	5494973	3011498	2851946	1715880	1802462	2277107	2153645	2160435	2249591	3106141	2752424	4799534	5411966
				PC P-34:2	742.5381	184.0733|HG(PC,184)	[M+H]1+	1	7.2			SwissLipids	2020/04/02	MSI:2					2353694.8863636362	1501941.273181849	160107.4776832139	2171109	2171639	1435355	1910586	2094290	2450980	1302092	1516864	1395532	2355782	1485617	2104791	871622	1181906	2350924	2443045	1268561	1971702	982160	1124166	1872899	1663627	1583486	1344165	2697575	3735419	1965799	2342067	6908193	8013188	1104778	1384506	1986572	2325373	1294273	1256644	1594587	1440379	1585178	1590994	1758123	1687944	1480456	3526241	3454872	2043476	2105765	2160436	2582567	2133906	1946310	3371927	2823977	2168319	1778980	1662588	3223370	3197578	1985555	1964589	1568897	2499881	2708895	2749464	1880059	1792906	4739180	4471902	2350863	2164856	7580429	9151000	1108115	1078304	2282051	1653447	1230233	1231070	1573571	1754338	1804511	1791605	1998210	2251462	2026557	1899102	5386799	5062039
				PC P-34:3	740.5589	184.0733|HG(PC,184)	[M+H]1+	1	6.65			SwissLipids	2020/04/02	MSI:2					523649.73863636365	61902.41453677415	6598.819561691101	480247	478626	665568	701638	530758	476437	500683	495017	495850	505954	509280	531494	493023	501598	558650	562357	535061	645554	633246	658542	411726	538527	611135	552535	506650	467033	492309	563567	603181	488789	562933	573727	453845	442691	433100	502453	499762	448366	450473	534830	609570	569794	490683	507442	526041	486716	534737	630508	500878	569261	511712	509950	490459	528431	502537	588093	569961	471768	566094	533708	520157	632304	512649	568719	527598	600774	529655	646412	465539	503396	497625	544980	519542	574346	483598	428376	416404	462602	389350	451170	465028	466773	551546	595322	457826	518701	493950	461277
				PC P-36:2	770.5694	184.0733|HG(PC,184)	[M+H]1+	1	7.76			SwissLipids	2020/04/02	MSI:2					835067.7159090909	261267.94400266203	27851.256411062528	1234175	1160255	637647	666195	778135	892860	624861	598360	642870	685293	784825	791014	768177	729920	700955	826369	1187083	1041099	1146030	1160120	689319	610732	819924	822797	1039350	1198553	893242	770058	833265	1903812	576011	534562	770811	855740	604079	696696	570344	524417	633911	768751	772230	1102063	1088739	957643	1010035	1047633	1219097	638500	674394	610213	576490	612743	649693	765293	842938	804745	660929	716963	939887	891306	958782	1098341	592441	672544	745266	773095	1031089	1010442	754524	826946	1762032	1679004	626011	555591	806613	817700	633600	595701	491591	461644	644209	623992	807876	828844	1022276	1020613	967438	923603
				PC P-36:4	766.5745	184.0733|HG(PC,184)	[M+H]1+	1	7.15			SwissLipids	2020/04/02	MSI:2					5228267.295454546	3960826.53055795	422225.526837631	5258486	5122195	3246299	3535798	4987413	4724969	3951414	3519385	4917635	4714907	4285189	4105841	3672061	3724030	3357656	4008549	5039358	4602501	6027717	6279583	5197868	5102499	5001043	5631711	5147265	5988126	4421812	5014219	21370342	23197820	3511370	4144938	3276535	3237530	2883988	2809903	3411894	3443046	3387270	3985777	4103886	4089149	4023368	8048982	9065834	4476349	4788230	3499880	4422012	4199006	3466081	4408360	4710105	3883582	4072679	3946035	3351325	3475406	4318371	4439519	5847575	5669607	4446307	5299094	4757818	5040186	5417823	5650006	4093160	4325453	21754502	23272494	3404465	3405935	3097467	3198749	2916132	2841905	3320311	3395848	3172509	3113170	4045505	4010691	3957421	3913491	8458574	8227223
				PC P-36:5	764.5589	184.0733|HG(PC,184)	[M+H]1+	1	6.57			SwissLipids	2020/04/02	MSI:2					336599.11363636365	239004.45276751558	25477.96027110749	250496	242711	684909	735981	302927	332837	188152	213973	281411	279419	264898	250570	160273	152445	470031	527092	258863	245914	333876	315778	274132	275963	318567	328026	331734	318937	194460	174055	708892	834041	246736	241476	144673	114889	149464	161591	88916	83216	520402	278628	243573	299143	292717	1250243	1182473	251235	218227	610250	287147	215934	209475	325046	287159	237347	178478	209243	469363	496072	240564	232561	302254	274885	261573	257250	308143	299094	332681	330299	149097	180318	653809	737717	269526	230293	122208	126229	148889	135294	77813	80546	524343	501692	270468	266108	281846	280232	1068326	1132185
