database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	SwissLipid_identifier	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	5_NIST_A-1	6_NIST_A-2	11_PLASMA_H002_A-1	12_PLASMA_H002_A-2	13_PLASMA_H008_A-1	14_PLASMA_H008_A-2	15_PLASMA_H010_A-1	16_PLASMA_H010_A-2	17_PLASMA_H012_A-1	18_PLASMA_H012_A-2	21_PLASMA_H018_A-1	22_PLASMA_H018_A-2	23_PLASMA_H041_A-1	24_PLASMA_H041_A-2	25_PLASMA_H042_A-1	26_PLASMA_H042_A-2	27_PLASMA_H043_A-1	28_PLASMA_H043_A-2	31_PLASMA_H044_A-1	32_PLASMA_H044_A-2	33_PLASMA_H047_A-1	34_PLASMA_H047_A-2	39_PLASMA_H048_A-1	40_PLASMA_H048_A-2	41_PLASMA_H049_A-1	42_PLASMA_H049_A-2	43_PLASMA_H050_A-1	44_PLASMA_H050_A-2	45_PLASMA_H051_A-1	46_PLASMA_H051_A-2	49_PLASMA_H052_A-1	50_PLASMA_H052_A-2	51_PLASMA_H053_A-1	52_PLASMA_H053_A-2	53_PLASMA_H055_A-1	54_PLASMA_H055_A-2	55_PLASMA_H056_A-1	56_PLASMA_H056_A-2	60_PLASMA_H057_A-2	61_PLASMA_H058_A-1	62_PLASMA_H058_A-2	63_PLASMA_H059_A-1	64_PLASMA_H059_A-2	65_PLASMA_H060_A-1	66_PLASMA_H060_A-2	73_NIST_B-1	74_NIST_B-2	79_PLASMA_H002_B-1	82_PLASMA_H008_B-2	83_PLASMA_H010_B-1	84_PLASMA_H010_B-2	85_PLASMA_H012_B-1	86_PLASMA_H012_B-2	90_PLASMA_H018_B-2	91_PLASMA_H041_B-1	92_PLASMA_H041_B-2	93_PLASMA_H042_B-1	94_PLASMA_H042_B-2	95_PLASMA_H043_B-1	96_PLASMA_H043_B-2	99_PLASMA_H044_B-1	100_PLASMA_H044_B-2	101_PLASMA_H047_B-1	102_PLASMA_H047_B-2	107_PLASMA_H048_B-1	108_PLASMA_H048_B-2	109_PLASMA_H049_B-1	110_PLASMA_H049_B-2	111_PLASMA_H050_B-1	112_PLASMA_H050_B-2	113_PLASMA_H051_B-1	114_PLASMA_H051_B-2	117_PLASMA_H052_B-1	118_PLASMA_H052_B-2	119_PLASMA_H053_B-1	120_PLASMA_H053_B-2	121_PLASMA_H055_B-1	122_PLASMA_H055_B-2	123_PLASMA_H056_B-1	124_PLASMA_H056_B-2	127_PLASMA_H057_B-1	128_PLASMA_H057_B-2	129_PLASMA_H058_B-1	130_PLASMA_H058_B-2	131_PLASMA_H059_B-1	132_PLASMA_H059_B-2	133_PLASMA_H060_B-1	134_PLASMA_H060_B-2
				PC P-38:4	794.5694	184.0733|HG(PC,184)	[M+H]1+	1	8.3			SwissLipids	2020/04/02	MSI:2					829643.5227272727	823404.5217988429	87775.21694898108	937056	990456	643616	651243	577853	682727	535879	556155	856368	908284	578975	665564	397611	412402	509052	560948	526947	583480	1070509	1049915	645098	728631	772479	696141	838980	916123	557196	519629	4506314	4780883	633376	592528	396327	412605	391152	407463	429551	410582	637142	676696	647426	695339	585846	1084479	1312490	883437	896879	640624	584300	563521	583661	795885	968853	626477	399294	390753	486828	533199	509303	493204	1011817	997979	679448	657666	710934	739172	801381	851248	445700	462409	4279962	4231557	589352	603258	407768	385913	398899	420691	425701	434818	594716	605621	626738	648125	624053	596967	1197791	1253212
				PC P-38:5	792.5538	184.0733|HG(PC,184)	[M+H]1+	1	7.3			SwissLipids	2020/04/02	MSI:2					1183689.75	911068.1198567136	97120.18790110524	1398051	1415865	594926	750213	1285965	1410572	938092	923137	1359615	977674	624800	873390	632561	647862	878024	935947	1083372	1066533	1220337	1186454	1187413	1295873	1095798	1251636	1303801	1287250	1019503	1048729	5287773	4980988	492984	521534	657411	734731	521483	615299	839218	913547	649100	931579	865808	866097	860984	2121094	2522321	1370115	1279090	587790	1151094	1027466	883927	1360296	1341828	871538	724242	787811	901875	823602	956494	943499	1109002	1041258	1109833	1345644	1162249	1217863	1307984	1268533	936136	1029178	5161593	4298169	544516	640007	660334	678221	569137	494313	729963	827025	550716	561542	890775	649477	800546	984768	2245955	2263950
				PC P-38:6	790.632	184.0733|HG(PC,184)	[M+H]1+	1	6.96			SwissLipids	2020/04/02	MSI:2					1006718.9318181818	570588.3619450985	60824.92375543466	537875	570550	1057857	994710	912439	936226	982730	944405	1268701	1322358	770863	942799	701831	685695	1144635	1220608	928322	1074025	1111090	1364377	866620	960684	1125157	1058988	1100104	1158734	854474	944146	3060045	3149920	792311	711995	497469	473882	640766	622165	264497	251067	993894	635563	723984	804820	734069	2186331	2497284	514226	471354	1061215	906905	884100	899050	1275938	1421417	806935	732871	652317	1096558	1067295	835191	812777	1160979	1201360	827681	915217	973018	1122655	1119536	1055786	863332	774743	2609026	2667081	736138	682645	437595	456785	538382	562630	224798	240436	1097823	1014881	759098	685129	739196	690474	2137473	2278155
				PC P-40:6	818.5694	184.0733|HG(PC,184)	[M+H]1+	1	8			SwissLipids	2020/04/02	MSI:2					178564.26136363635	150317.11353679711	16023.858143276386	110356	90759	193136	166500	151291	160215	166800	165204	266615	273771	134103	138549	85073	83119	189875	213609	105563	119071	252506	236268	127887	140500	152782	159402	203595	231946	94937	113305	764727	833492	132793	121218	58036	59744	91867	101010	30668	31887	158606	104393	111395	122632	114204	435444	441015	88190	82562	174289	139232	163121	158307	241231	268192	139403	84899	85168	183179	184812	108608	101952	212823	237189	136493	138537	150704	162248	200692	208978	104484	101925	666557	720302	133193	126247	55450	57278	92194	88092	31307	28998	166151	175014	103264	92651	113504	106295	441582	418490
				PE 32:0	692.5225	551.5034|-HG(PE,141)	[M+H]1+	1	7.64			SwissLipids	2020/04/02	MSI:2				SLM:000057151	1299.2386363636363	429.3481290996125	45.76866434498925	1946	2088	1122	1110	1145	777	1492	521	824	1504	1769	1424	1133	1384	1376	1182	918	1432	425	1324	749	1058	1359	1543	1450	1976	1343	1106	1833	2125	949	746	1435	1344	1254	1791	1108	1332	1711	2115	1642	1120	983	926	1815	1763	2168	867	1098	1713	670	1243	797	1732	1129	1206	1234	974	1431	1522	1007	448	791	1019	1270	1124	1501	1532	1503	1189	2344	1668	1309	217	1338	990	1777	980	1036	1298	1348	759	2070	1899	667	1104	1463	1426
				PE 34:1	718.5381	577.519|-HG(PE,141)	[M+H]1+	1	7.84			SwissLipids	2020/04/02	MSI:2				SLM:000057166	70402.81818181818	26261.804119704622	2799.5177255558733	107097	112036	59912	63153	37678	42123	101972	105724	52106	55503	86457	75574	61910	59545	84147	88319	95574	97455	42903	44022	38671	34637	77868	78852	128454	115595	65349	74681	54246	54364	25970	26313	86408	83175	88711	98306	101634	100501	72396	103668	109024	40329	37723	41209	43811	97984	84125	64247	32191	101139	104890	48234	51291	72553	62221	64048	89317	84194	89224	78686	41304	42534	30415	32915	74642	78392	101318	107007	63229	73301	48179	47464	26284	28322	84147	87142	95333	83104	88759	97731	74352	62009	94819	100701	36334	36550	40309	39403
				PE 34:2	716.5225	575.5034|-HG(PE,141)	[M+H]1+	1	7.08			SwissLipids	2020/04/02	MSI:2				SLM:000057167	164753.5909090909	63670.11411590112	6787.256969976791	222144	275687	78322	71448	112611	106665	257404	243302	131458	138741	219370	231868	109543	113910	219711	247177	209663	215467	117205	112381	87992	103154	179132	148189	278898	336807	147480	152654	186603	186927	42452	46605	198769	201281	199550	241055	215745	183160	154535	205678	187908	82199	78703	153694	179360	242890	267949	77240	89776	273895	232165	139235	146010	191902	113717	110483	190855	195287	201744	182338	97854	105791	91141	94986	171146	165931	254368	286037	134648	123170	171572	174679	50329	44798	195445	202253	195803	199269	191335	203093	139378	146052	179011	176139	69180	82488	143521	140806
				PE 34:3	714.5068	573.4877|-HG(PE,141)	[M+H]1+	1	6.46			SwissLipids	2020/04/02	MSI:2				SLM:000057168	6188.306818181818	3210.1149453332396	342.19940296444895	13347	13336	2552	2654	3680	4087	7745	6225	7147	6399	4198	4901	3659	3483	8917	9033	7336	6681	4741	4007	2053	3814	4065	4651	13930	14098	4288	4117	3954	3322	1283	1551	8127	7942	5483	7142	7353	9645	5976	7313	10934	3873	4300	9220	9398	13935	11341	1929	2841	7149	6594	5726	7227	3984	3168	2911	8855	8948	5441	4986	3651	3379	2294	2152	4508	4018	10852	12109	4676	3837	3620	3304	2700	1518	7014	7796	7049	6427	7720	9133	7228	5183	9298	13387	4835	3965	7642	8281
				PE 35:1	732.5538	591.5347|-HG(PE,141)	[M+H]1+	1	8.41			SwissLipids	2020/04/02	MSI:2				SLM:000057173	2563.3977272727275	1160.4380617539175	123.70311302612565	5325	4498	4455	3943	1177	1359	2521	2540	2842	3015	2707	3413	1961	1547	2872	3416	2774	1761	1641	1822	610	1259	1656	2894	4279	3778	1422	1354	2739	2507	1169	424	2349	2697	2219	2094	2523	3350	5003	4077	5245	2861	2200	2050	2113	4358	3159	3776	613	3278	3418	3093	2746	3011	1616	1209	2421	2857	2534	2245	846	618	1255	1181	1948	1832	3933	4150	1497	1122	1917	2275	1587	1460	3612	3527	2329	1797	2970	2744	4535	5220	3135	3849	2752	1965	1133	1595
				PE 36:1	746.5694	605.5503|-HG(PE,141)	[M+H]1+	1	9.02			SwissLipids	2020/04/02	MSI:2				SLM:000057180	67036.94318181818	29781.370390397886	3174.7047506422973	103595	104529	105651	95865	36697	35193	98109	93276	80578	72789	92361	99393	46886	43918	62997	66490	76002	75488	49750	46395	24618	25343	47364	45999	127255	155555	43471	38272	83520	90334	20676	20442	68258	67764	60730	63091	63732	62805	105666	123574	111512	49101	45092	51565	57651	94631	97683	87992	28341	96339	108811	67813	64241	103374	46797	43074	55172	58743	56318	60896	41405	40176	23537	25813	42345	46677	119918	134457	40802	35494	75974	85837	23431	21593	64050	61961	54104	54065	54725	63669	96567	88383	104747	101957	40798	43614	50856	52719
				PE 36:2	744.5538	603.5347|-HG(PE,141)	[M+H]1+	1	8.16			SwissLipids	2020/04/02	MSI:2				SLM:000057181	353735.92045454547	129871.86026704739	13844.38682168512	504334	556975	219931	234508	239582	232926	571929	514795	356306	386292	483666	471352	281536	273623	351291	369682	458427	445834	332549	336642	205450	203071	350341	331596	644653	713533	238252	226654	417388	418144	97312	92014	414839	392463	379907	449828	411584	390722	354116	420718	416695	206546	182600	340834	345289	593502	571700	200638	210154	589545	542272	351175	325304	479326	245479	262084	339567	371388	367139	366106	275243	287794	175946	198031	314888	332125	584823	585398	214755	230319	338484	397715	113312	103389	448770	399803	412027	381159	360653	389197	339149	336796	415223	394518	177567	180137	317214	342218
				PE 36:3	742.5381	601.519|-HG(PE,141)	[M+H]1+	1	7.24			SwissLipids	2020/04/02	MSI:2				SLM:000057182	73985.70454545454	32506.800911823033	3465.2366204149403	124291	126122	43575	47958	45613	43571	105326	97190	77478	79584	144062	149617	33430	32220	78959	87170	91276	91435	53410	56112	36018	45095	39272	38588	137900	136694	65160	69389	69427	75293	21567	22361	85397	89286	76341	83508	72150	76587	131474	79694	78612	61228	60117	83344	94546	124753	122438	39513	39457	92386	93446	87339	74675	135804	33748	33019	76089	69093	64958	78792	50895	53237	32912	35965	39741	35086	135033	125367	56388	60220	56677	62472	21815	18748	78637	77253	83837	67680	77027	73617	134436	131078	73267	74078	50732	57328	69251	75008
				PE 36:4	740.5225	599.5034|-HG(PE,141)	[M+H]1+	1	7.02			SwissLipids	2020/04/02	MSI:2				SLM:000057183	185557.69318181818	68020.17292227391	7250.9747968306465	287845	307378	108464	96954	144379	128967	283535	244303	146426	153870	174630	185812	136023	148791	170567	173972	182680	182887	161918	160618	137221	133217	254408	284798	264239	292212	151844	153289	385775	358827	77416	76738	176705	165515	224575	244761	271101	218872	149412	208884	185098	101704	114260	187643	216200	287954	244799	91900	120953	274978	255751	158174	149926	171533	139508	135104	163608	164431	165639	159570	142231	142438	120186	136396	233079	242490	211524	250574	145381	140743	347141	333859	74509	67662	186186	177756	217965	216006	211366	222516	131080	153369	195320	212256	90938	86878	169679	170988
				PE 36:5	738.5068	597.4877|-HG(PE,141)	[M+H]1+	1	6.41			SwissLipids	2020/04/02	MSI:2				SLM:000057184	7692.272727272727	3521.516541541598	375.3949246574002	13481	11803	8641	9622	5531	5692	7534	7595	5122	5694	6028	6217	3224	3181	14028	13707	6705	7111	6308	5791	5847	4911	11957	9957	10642	13217	5573	5522	7148	8107	2494	2419	5461	5474	5919	6058	7350	6914	13316	13537	9571	5219	6219	14890	14806	11319	12547	8456	5746	7768	6656	3432	5577	5366	3648	4277	11490	15757	6323	5043	5184	4393	3794	4099	12068	10459	9214	10281	3430	4828	6880	6866	2385	2573	4946	5729	5902	5463	6822	7246	10907	13385	11123	11940	5222	4619	14737	13477
				PE 38:3	770.5694	629.5503|-HG(PE,141)	[M+H]1+	1	8.52			SwissLipids	2020/04/02	MSI:2				SLM:000057198	73133.89772727272	24108.536754865163	2569.978653211408	121589	138468	51609	53534	68663	76782	94503	98268	59596	57191	61105	67594	67431	68432	62936	66021	77625	72489	72152	77673	47953	54539	103689	102163	88650	93099	47817	45238	111554	113513	23389	27459	86062	93046	83002	93118	76876	96013	53487	94117	94609	42273	41757	67692	73140	127614	116274	45487	63621	101148	98641	54307	54219	62070	67947	66990	62516	62456	61230	63989	69093	69846	44086	49603	93738	100268	90949	87608	41584	44446	108823	95166	29047	28729	83076	79037	79922	86349	92783	89509	52440	52627	86568	88684	38048	39100	67479	70750
				PE 38:4	768.5538	627.5347|-HG(PE,141)	[M+H]1+	1	8.08			SwissLipids	2020/04/02	MSI:2				SLM:000057199	467077.9772727273	165820.82144907332	17676.558959809103	766602	751355	325454	338664	451319	467241	653121	648869	463068	412100	460650	472611	418801	395853	283349	369228	423373	457158	496224	525122	393374	399446	671343	678053	544271	610504	293380	295717	928206	966089	181872	184802	493944	500515	561059	577372	537295	569695	329991	409423	433876	287532	265129	475853	487774	709244	704640	299850	397778	669839	671924	396145	387720	455074	395051	405279	342720	312559	334673	360934	411548	430512	334111	400649	645168	696426	545572	524630	292130	280980	849582	863056	203293	206779	483652	513293	555175	516227	506559	513127	291154	310274	413426	434765	243950	258853	415085	462779
				PE 38:5	766.5381	625.519|-HG(PE,141)	[M+H]1+	1	7.17			SwissLipids	2020/04/02	MSI:2				SLM:000057200	75295.65909090909	23064.14268990669	2458.6458718080607	126576	122642	47351	57807	62047	69017	93484	97027	72619	78074	85260	94542	42135	41839	74740	89788	70460	70747	70253	58288	57742	56975	85325	78198	106202	120170	61685	68992	122026	114144	30659	25919	79295	76043	81682	93228	100477	99005	65800	76388	89832	54397	43717	86376	90115	111257	130223	49973	55419	101260	92824	73144	77312	96633	49057	47722	79033	76524	52460	60473	59010	52838	48265	58104	77096	73966	96110	91408	59153	58417	101422	107380	27366	27371	85827	78217	77166	77291	80472	79719	68650	78462	78423	88632	48767	46635	79325	78124
				PE 38:6	764.5225	623.5034|-HG(PE,141)	[M+H]1+	1	6.8			SwissLipids	2020/04/02	MSI:2				SLM:000057201	350562.82954545453	179693.89210513013	19155.433260770755	289871	257906	289300	313325	316165	308768	713606	616439	345967	475374	263094	211486	283912	287854	440330	416771	304047	273503	356848	364507	287020	294915	600638	650996	421779	453736	283194	287099	970702	910798	134259	135969	242757	261906	435893	524869	141786	134796	290614	314075	362499	141002	136558	398262	433158	235919	246831	233671	235379	688103	759128	350938	343153	234252	278816	276380	339489	377704	235717	270766	339406	310677	251337	266101	563002	585733	395109	430825	231590	239420	821822	795083	126196	151809	286865	243164	373991	440101	113675	132435	288484	281814	305725	283128	132109	132944	419231	423154
				PE 40:4	796.5851	655.566|-HG(PE,141)	[M+H]1+	1	8.92			SwissLipids	2020/04/02	MSI:2				SLM:000057217	7723.329545454545	4299.450175277269	458.3229286521843	21479	19188	3404	3282	6612	6156	11706	10804	4509	4642	9074	9605	6376	6111	5329	6036	9138	8908	8281	8651	3736	3282	6507	7221	15193	16338	5071	4602	11727	11822	4147	3118	10581	10248	6908	6736	12076	13786	3087	8726	8025	3214	3588	4160	4684	18421	21135	3496	5670	11352	10973	4689	4030	8820	6914	6416	4395	5128	6937	8029	6976	7170	3590	2797	6198	6964	15033	16814	5110	3801	9050	11065	3316	3788	10154	9298	6232	7205	11783	9740	3886	3298	8682	8760	2585	3204	4217	4658
				PE 40:5	794.5694	653.5503|-HG(PE,141)	[M+H]1+	1	8.2			SwissLipids	2020/04/02	MSI:2				SLM:000057218	31001.102272727272	12054.049610023774	1284.9660059215676	60635	61831	20387	19933	33106	30794	42279	42678	26436	27564	30687	31101	34327	24727	27545	30142	33275	29431	29050	28415	14259	15904	37579	35289	45894	48174	18952	18210	46006	46233	11039	11187	34356	32901	31390	35730	42786	39582	24034	44351	48381	15445	14046	29924	30190	58066	58926	20215	25094	40770	58835	23491	23635	31161	25511	26465	28357	24757	24971	26020	24310	24936	13164	15453	38041	35621	44436	43892	16148	15064	43006	39644	12035	10798	34567	34026	32006	30976	35201	34435	26763	23559	40541	42189	14736	13835	27263	28993
				PE 40:6	792.5538	651.5347|-HG(PE,141)	[M+H]1+	1	7.85			SwissLipids	2020/04/02	MSI:2				SLM:000057219	161085.22727272726	68237.22838924955	7274.1129873547	166661	143261	189653	183890	144335	156494	298587	297173	172210	173892	114593	116638	168231	178646	158306	161377	144767	148617	206508	197928	124965	132137	299361	321177	194730	212534	87976	89184	274979	288284	73321	79149	119703	125582	173308	199355	66180	63455	126593	174956	153218	69177	70388	237662	230347	163582	133622	150780	136702	293144	327541	163316	160021	120200	167898	176162	154270	147781	131207	123544	148306	144449	110383	108182	303921	287396	183928	195511	78598	73199	248735	291793	75911	77620	117639	125438	155756	169195	55327	60039	128450	121454	152833	161976	60825	61440	209767	208171
				PE 40:7	790.5381	649.519|-HG(PE,141)	[M+H]1+	1	6.97			SwissLipids	2020/04/02	MSI:2				SLM:000057220	26156.045454545456	9460.903993050888	1008.5357543450522	31312	30857	22535	23414	19992	23264	44564	44878	39945	33150	24919	27330	15759	15863	27903	33742	20955	23913	29045	33781	16991	19385	38242	31884	32169	34629	20885	17604	42738	40372	14300	13696	21244	22134	25897	32395	10325	10807	31016	27864	22604	17630	12080	38722	39934	31758	31262	22967	19625	48642	42236	41977	35285	29825	18481	17351	24419	29003	23169	17998	24756	29851	19743	20680	37852	35660	26857	30150	19212	16657	36743	34780	12949	11103	19534	16718	28652	25919	9866	9831	27203	27394	22586	22821	10457	13113	35639	38340
				PE O-34:1	704.5589	563.5398|-HG(PE,141)	[M+H]1+	1	8.61			SwissLipids	2020/04/02	MSI:2				SLM:000057511	20624.261363636364	17669.93734579914	1883.6216500415649	15909	16327	15198	15391	14863	16625	13651	12112	21014	16358	13711	13368	11239	10785	26308	25726	13794	14058	26079	24558	22045	24055	14200	13448	35352	43722	19316	20076	95482	99334	6823	7200	15938	14685	10795	13383	18592	20582	9962	14400	13327	12664	13029	25073	29300	13466	15060	13759	13493	10276	12465	17294	16922	14337	11006	9983	26705	25397	13012	12020	22132	22452	22188	22815	13218	13958	33106	38933	19105	19083	85022	98449	7967	6664	17322	15903	11037	10595	16229	15631	10619	10011	13668	13690	13279	13737	28169	24901
				PE O-34:2	702.5432	561.5241|-HG(PE,141)	[M+H]1+	1	7.82			SwissLipids	2020/04/02	MSI:2				SLM:000057512	17416.55681818182	11071.951641249156	1180.2740106844983	11962	11497	12404	12020	18151	18388	15191	14139	19650	19194	15909	17736	6393	5883	16409	17899	13339	13336	28751	26553	30875	26149	11452	12215	46167	55017	19574	16716	47144	48584	3055	3516	15134	18761	13004	14129	7332	7287	7870	8436	8487	16519	15309	30336	25540	10767	9945	12429	15064	10490	12267	19001	16239	14341	8350	6764	18545	20864	12883	11552	21990	22300	22629	21810	11334	11303	47298	46507	17140	17400	39697	38507	3142	3901	17940	18443	12654	11194	7150	9212	7442	8536	9737	8264	12436	12012	21053	28713
				PE O-36:2	730.5381	589.519|-HG(PE,141)	[M+H]1+	1	8.4			SwissLipids	2020/04/02	MSI:2				SLM:000057527	12530.068181818182	11485.54568061547	1224.3632834211528	9357	9315	8683	7317	9699	11995	8233	8995	12906	12790	8469	8788	6019	5056	12593	15544	6346	6959	13524	16289	15029	13792	8286	8776	23025	24001	12369	13174	61423	64817	5190	5703	10506	8609	6806	6707	7594	6937	6596	8346	9060	9596	8412	17706	16522	9733	8470	8324	9433	7946	7574	12011	14823	7034	6681	7228	12665	12347	6690	7038	14177	14368	11719	11129	8889	8464	21404	21829	11308	12320	57302	61874	4631	4666	9458	10496	6150	6853	7489	7114	6045	6573	7864	7712	7269	7489	15839	16359
				PE O-36:3	728.5589	587.5398|-HG(PE,141)	[M+H]1+	1	7.74			SwissLipids	2020/04/02	MSI:2				SLM:000057528	18174.704545454544	17060.852365926305	1818.6929730263996	14510	12049	9041	11011	17914	18258	8962	10575	14753	15236	10196	10676	5333	6040	11166	13358	13235	13497	48309	45903	24681	26079	13012	15295	32128	34999	11110	10818	74124	90903	3903	3505	13761	12921	12338	14726	6269	6467	7973	8380	7773	14836	14629	35303	38857	12385	12148	8834	13042	10422	9737	13188	13223	11098	6214	7081	12382	14162	11326	10204	40112	40915	20640	23520	14433	12602	31291	30610	9177	10460	73684	85073	4695	4079	12126	12412	14309	12515	5735	5927	8067	7903	6106	7564	13598	13355	34350	33858
				PE O-36:5	724.5276	583.5085|-HG(PE,141)	[M+H]1+	1	7.07			SwissLipids	2020/04/02	MSI:2				SLM:000057530	11134.375	9518.722994995693	1014.6992806618516	5529	3986	14841	7605	14768	14167	4195	5257	4789	5105	6024	6704	3353	2930	19278	16630	9515	12101	20157	24187	18867	22442	7812	10252	20019	21454	7037	6182	44097	38261	2605	2792	4879	5128	8738	6881	1875	2395	7824	5038	4628	5975	6598	29974	32489	3747	5256	11014	11571	6091	5179	6247	6013	6200	3787	4154	18902	17339	7051	9616	16815	18125	18690	17655	8027	7842	16529	18577	4216	6192	32758	32785	2109	1368	4737	4566	8520	4947	2677	2987	5183	7958	3878	4330	5936	6034	34325	34529
				PE O-38:4	754.5745	613.5554|-HG(PE,141)	[M+H]1+	1	8.91			SwissLipids	2020/04/02	MSI:2				SLM:000057545	133389.76136363635	226328.68553149348	24126.718943569045	61665	63021	52974	49160	76618	88572	44893	44423	147471	141558	55463	62371	32436	30507	66228	72058	51668	51661	224854	248066	128856	153791	79811	67766	157873	176852	46118	51256	1063934	1345545	16742	14806	92680	86065	112904	109839	31544	31725	24329	56709	51754	55225	54874	248315	297731	59549	65240	46728	69738	49134	47535	126546	142740	57061	32624	31463	70605	76666	44321	44052	209179	220516	124169	147744	73171	73869	169530	151355	42302	48875	1052810	1004293	17456	17196	89555	88801	111302	111045	27854	32579	26329	26001	50521	55710	64931	53502	216470	244521
				PE O-38:5	752.5589	611.5398|-HG(PE,141)	[M+H]1+	1	7.84			SwissLipids	2020/04/02	MSI:2				SLM:000057546	112914.68181818182	121837.51532309124	12987.922772935357	86414	92829	62044	48935	96754	106313	56886	52685	110495	125917	69937	85918	52507	50438	77320	85616	60744	69125	193717	235158	115252	118438	85492	87098	201522	143365	73942	56851	682616	611959	28201	27572	111734	118326	73004	77754	35994	50863	44659	55504	54464	90005	84580	198206	197004	79945	78090	47044	90532	60675	58078	120986	95638	71051	46835	48667	76472	51663	49740	55810	208556	198818	96568	110888	78321	84373	178281	161095	54802	70875	586848	608024	24252	24630	108695	104985	76881	70827	48982	45149	36849	40255	50572	45186	89223	84639	198218	174317
